SNo,ObservationDate,Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
51137,2020-06-26 00:00:00,Haryana,India,2021-04-02 15:13:53,12884.0,211.0,8016.0
51144,2020-06-26 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,864.0,9.0,502.0
51169,2020-06-26 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,6762.0,91.0,4080.0
51172,2020-06-26 00:00:00,Jharkhand,India,2021-04-02 15:13:53,2290.0,12.0,1643.0
51190,2020-06-26 00:00:00,Karnataka,India,2021-04-02 15:13:53,11005.0,180.0,6916.0
51193,2020-06-26 00:00:00,Kerala,India,2021-04-02 15:13:53,3876.0,22.0,2008.0
51218,2020-06-26 00:00:00,Ladakh,India,2021-04-02 15:13:53,946.0,1.0,358.0
51234,2020-06-26 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,12798.0,546.0,9804.0
51240,2020-06-26 00:00:00,Maharashtra,India,2021-04-02 15:13:53,152765.0,7106.0,79815.0
51242,2020-06-26 00:00:00,Manipur,India,2021-04-02 15:13:53,1075.0,0.0,393.0
51255,2020-06-26 00:00:00,Meghalaya,India,2021-04-02 15:13:53,47.0,1.0,42.0
51269,2020-06-26 00:00:00,Mizoram,India,2021-04-02 15:13:53,145.0,0.0,30.0
51281,2020-06-26 00:00:00,Nagaland,India,2021-04-02 15:13:53,371.0,0.0,162.0
51322,2020-06-26 00:00:00,Odisha,India,2021-04-02 15:13:53,6180.0,17.0,4422.0
51355,2020-06-26 00:00:00,Puducherry,India,2021-04-02 15:13:53,502.0,9.0,187.0
51359,2020-06-26 00:00:00,Punjab,India,2021-04-02 15:13:53,4957.0,122.0,3201.0
51369,2020-06-26 00:00:00,Rajasthan,India,2021-04-02 15:13:53,16660.0,380.0,13062.0
51417,2020-06-26 00:00:00,Sikkim,India,2021-04-02 15:13:53,86.0,0.0,39.0
51438,2020-06-26 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,74622.0,957.0,41357.0
51442,2020-06-26 00:00:00,Telangana,India,2021-04-02 15:13:53,12349.0,237.0,4766.0
51459,2020-06-26 00:00:00,Tripura,India,2021-04-02 15:13:53,1325.0,1.0,1055.0
51473,2020-06-26 00:00:00,Unknown,India,2021-04-02 15:13:53,8023.0,0.0,0.0
51481,2020-06-26 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,20943.0,630.0,13583.0
51482,2020-06-26 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,2725.0,37.0,1822.0
51508,2020-06-26 00:00:00,West Bengal,India,2021-04-02 15:13:53,16190.0,616.0,10535.0
51717,2020-06-27 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,72.0,0.0,43.0
51718,2020-06-27 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,12285.0,157.0,5480.0
51734,2020-06-27 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,177.0,1.0,54.0
51735,2020-06-27 00:00:00,Assam,India,2021-04-02 15:13:53,6816.0,9.0,4500.0
51757,2020-06-27 00:00:00,Bihar,India,2021-04-02 15:13:53,8931.0,59.0,6843.0
51790,2020-06-27 00:00:00,Chandigarh,India,2021-04-02 15:13:53,428.0,6.0,335.0
51797,2020-06-27 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,2545.0,13.0,1914.0
51816,2020-06-27 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,177.0,0.0,55.0
51820,2020-06-27 00:00:00,Delhi,India,2021-04-02 15:13:53,80188.0,2558.0,49301.0
51850,2020-06-27 00:00:00,Goa,India,2021-04-02 15:13:53,1128.0,2.0,420.0
51865,2020-06-27 00:00:00,Gujarat,India,2021-04-02 15:13:53,30709.0,1789.0,22409.0
51870,2020-06-27 00:00:00,Haryana,India,2021-04-02 15:13:53,13427.0,218.0,8472.0
51877,2020-06-27 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,894.0,9.0,509.0
51902,2020-06-27 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,6966.0,93.0,4225.0
51905,2020-06-27 00:00:00,Jharkhand,India,2021-04-02 15:13:53,2339.0,12.0,1724.0
51923,2020-06-27 00:00:00,Karnataka,India,2021-04-02 15:13:53,11923.0,191.0,7287.0
51926,2020-06-27 00:00:00,Kerala,India,2021-04-02 15:13:53,4071.0,22.0,2110.0
51951,2020-06-27 00:00:00,Ladakh,India,2021-04-02 15:13:53,960.0,1.0,554.0
51967,2020-06-27 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,12965.0,550.0,9971.0
51973,2020-06-27 00:00:00,Maharashtra,India,2021-04-02 15:13:53,159133.0,7273.0,84245.0
51975,2020-06-27 00:00:00,Manipur,India,2021-04-02 15:13:53,1092.0,0.0,432.0
51988,2020-06-27 00:00:00,Meghalaya,India,2021-04-02 15:13:53,47.0,1.0,42.0
52002,2020-06-27 00:00:00,Mizoram,India,2021-04-02 15:13:53,148.0,0.0,55.0
52014,2020-06-27 00:00:00,Nagaland,India,2021-04-02 15:13:53,387.0,0.0,164.0
52055,2020-06-27 00:00:00,Odisha,India,2021-04-02 15:13:53,6350.0,18.0,4606.0
52088,2020-06-27 00:00:00,Puducherry,India,2021-04-02 15:13:53,619.0,10.0,221.0
52092,2020-06-27 00:00:00,Punjab,India,2021-04-02 15:13:53,5056.0,128.0,3320.0
52102,2020-06-27 00:00:00,Rajasthan,India,2021-04-02 15:13:53,16944.0,391.0,13367.0
52150,2020-06-27 00:00:00,Sikkim,India,2021-04-02 15:13:53,87.0,0.0,46.0
52171,2020-06-27 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,78335.0,1025.0,44094.0
52175,2020-06-27 00:00:00,Telangana,India,2021-04-02 15:13:53,13436.0,243.0,4928.0
52192,2020-06-27 00:00:00,Tripura,India,2021-04-02 15:13:53,1334.0,1.0,1071.0
52206,2020-06-27 00:00:00,Unknown,India,2021-04-02 15:13:53,7839.0,0.0,0.0
52214,2020-06-27 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,21549.0,649.0,14215.0
52215,2020-06-27 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,2791.0,37.0,1912.0
52241,2020-06-27 00:00:00,West Bengal,India,2021-04-02 15:13:53,16711.0,629.0,10789.0
52450,2020-06-28 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,76.0,0.0,45.0
52451,2020-06-28 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,13241.0,169.0,5908.0
52467,2020-06-28 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,182.0,1.0,60.0
52468,2020-06-28 00:00:00,Assam,India,2021-04-02 15:13:53,7206.0,10.0,5088.0
52490,2020-06-28 00:00:00,Bihar,India,2021-04-02 15:13:53,9212.0,60.0,7118.0
52523,2020-06-28 00:00:00,Chandigarh,India,2021-04-02 15:13:53,429.0,6.0,336.0
52530,2020-06-28 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,2662.0,13.0,2091.0
52549,2020-06-28 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,178.0,0.0,60.0
52553,2020-06-28 00:00:00,Delhi,India,2021-04-02 15:13:53,83077.0,2623.0,52607.0
52583,2020-06-28 00:00:00,Goa,India,2021-04-02 15:13:53,1198.0,3.0,478.0
52598,2020-06-28 00:00:00,Gujarat,India,2021-04-02 15:13:53,31320.0,1808.0,22800.0
52603,2020-06-28 00:00:00,Haryana,India,2021-04-02 15:13:53,13829.0,223.0,8917.0
52610,2020-06-28 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,916.0,9.0,529.0
52635,2020-06-28 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,7093.0,94.0,4316.0
52638,2020-06-28 00:00:00,Jharkhand,India,2021-04-02 15:13:53,2364.0,12.0,1793.0
52656,2020-06-28 00:00:00,Karnataka,India,2021-04-02 15:13:53,13190.0,207.0,7507.0
52659,2020-06-28 00:00:00,Kerala,India,2021-04-02 15:13:53,4189.0,22.0,2152.0
52684,2020-06-28 00:00:00,Ladakh,India,2021-04-02 15:13:53,963.0,1.0,586.0
52700,2020-06-28 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,13186.0,557.0,10084.0
52706,2020-06-28 00:00:00,Maharashtra,India,2021-04-02 15:13:53,164626.0,7429.0,86575.0
52708,2020-06-28 00:00:00,Manipur,India,2021-04-02 15:13:53,1185.0,0.0,455.0
52721,2020-06-28 00:00:00,Meghalaya,India,2021-04-02 15:13:53,47.0,1.0,42.0
52735,2020-06-28 00:00:00,Mizoram,India,2021-04-02 15:13:53,148.0,0.0,55.0
52747,2020-06-28 00:00:00,Nagaland,India,2021-04-02 15:13:53,415.0,0.0,164.0
52788,2020-06-28 00:00:00,Odisha,India,2021-04-02 15:13:53,6614.0,21.0,4743.0
52821,2020-06-28 00:00:00,Puducherry,India,2021-04-02 15:13:53,619.0,10.0,221.0
52825,2020-06-28 00:00:00,Punjab,India,2021-04-02 15:13:53,5216.0,133.0,3526.0
52835,2020-06-28 00:00:00,Rajasthan,India,2021-04-02 15:13:53,17271.0,399.0,13611.0
52883,2020-06-28 00:00:00,Sikkim,India,2021-04-02 15:13:53,88.0,0.0,49.0
52904,2020-06-28 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,82275.0,1079.0,45537.0
52908,2020-06-28 00:00:00,Telangana,India,2021-04-02 15:13:53,14419.0,247.0,5172.0
52925,2020-06-28 00:00:00,Tripura,India,2021-04-02 15:13:53,1346.0,1.0,1079.0
52939,2020-06-28 00:00:00,Unknown,India,2021-04-02 15:13:53,7285.0,0.0,0.0
52947,2020-06-28 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,22147.0,660.0,14808.0
52948,2020-06-28 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,2823.0,38.0,2018.0
52974,2020-06-28 00:00:00,West Bengal,India,2021-04-02 15:13:53,17283.0,639.0,11193.0
53183,2020-06-29 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,90.0,0.0,46.0
53184,2020-06-29 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,13891.0,180.0,6232.0
53200,2020-06-29 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,187.0,1.0,61.0
53201,2020-06-29 00:00:00,Assam,India,2021-04-02 15:13:53,7752.0,11.0,5333.0
53223,2020-06-29 00:00:00,Bihar,India,2021-04-02 15:13:53,9640.0,62.0,7390.0
53256,2020-06-29 00:00:00,Chandigarh,India,2021-04-02 15:13:53,435.0,6.0,349.0
53263,2020-06-29 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,2761.0,13.0,2173.0
53282,2020-06-29 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,203.0,0.0,77.0
53286,2020-06-29 00:00:00,Delhi,India,2021-04-02 15:13:53,85161.0,2680.0,56235.0
53316,2020-06-29 00:00:00,Goa,India,2021-04-02 15:13:53,1198.0,3.0,478.0
53331,2020-06-29 00:00:00,Gujarat,India,2021-04-02 15:13:53,31938.0,1827.0,23240.0
53336,2020-06-29 00:00:00,Haryana,India,2021-04-02 15:13:53,14210.0,232.0,9502.0
53343,2020-06-29 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,942.0,9.0,556.0
53368,2020-06-29 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,7237.0,95.0,4585.0
53371,2020-06-29 00:00:00,Jharkhand,India,2021-04-02 15:13:53,2426.0,15.0,1845.0
53389,2020-06-29 00:00:00,Karnataka,India,2021-04-02 15:13:53,14295.0,226.0,7683.0
53392,2020-06-29 00:00:00,Kerala,India,2021-04-02 15:13:53,4189.0,22.0,2152.0
53417,2020-06-29 00:00:00,Ladakh,India,2021-04-02 15:13:53,964.0,1.0,616.0
53433,2020-06-29 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,13370.0,564.0,10199.0
53439,2020-06-29 00:00:00,Maharashtra,India,2021-04-02 15:13:53,169883.0,7610.0,88960.0
53441,2020-06-29 00:00:00,Manipur,India,2021-04-02 15:13:53,1227.0,0.0,494.0
53454,2020-06-29 00:00:00,Meghalaya,India,2021-04-02 15:13:53,47.0,1.0,42.0
53468,2020-06-29 00:00:00,Mizoram,India,2021-04-02 15:13:53,148.0,0.0,55.0
53480,2020-06-29 00:00:00,Nagaland,India,2021-04-02 15:13:53,434.0,0.0,168.0
53521,2020-06-29 00:00:00,Odisha,India,2021-04-02 15:13:53,6859.0,23.0,4946.0
53554,2020-06-29 00:00:00,Puducherry,India,2021-04-02 15:13:53,619.0,10.0,221.0
53558,2020-06-29 00:00:00,Punjab,India,2021-04-02 15:13:53,5418.0,138.0,3764.0
53568,2020-06-29 00:00:00,Rajasthan,India,2021-04-02 15:13:53,17660.0,405.0,13618.0
53616,2020-06-29 00:00:00,Sikkim,India,2021-04-02 15:13:53,88.0,0.0,50.0
53637,2020-06-29 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,86224.0,1141.0,47749.0
53641,2020-06-29 00:00:00,Telangana,India,2021-04-02 15:13:53,15394.0,253.0,5582.0
53658,2020-06-29 00:00:00,Tripura,India,2021-04-02 15:13:53,1380.0,1.0,1085.0
53672,2020-06-29 00:00:00,Unknown,India,2021-04-02 15:13:53,7004.0,0.0,0.0
53680,2020-06-29 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,22828.0,672.0,15506.0
53681,2020-06-29 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,2831.0,39.0,2111.0
53707,2020-06-29 00:00:00,West Bengal,India,2021-04-02 15:13:53,17907.0,653.0,11719.0
53916,2020-06-30 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,97.0,0.0,50.0
53917,2020-06-30 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,14595.0,187.0,6511.0
53933,2020-06-30 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,191.0,1.0,62.0
53934,2020-06-30 00:00:00,Assam,India,2021-04-02 15:13:53,8227.0,12.0,5647.0
53956,2020-06-30 00:00:00,Bihar,India,2021-04-02 15:13:53,10043.0,67.0,7687.0
53989,2020-06-30 00:00:00,Chandigarh,India,2021-04-02 15:13:53,440.0,6.0,364.0
53996,2020-06-30 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,2860.0,13.0,2250.0
54015,2020-06-30 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,213.0,0.0,82.0
54019,2020-06-30 00:00:00,Delhi,India,2021-04-02 15:13:53,87360.0,2742.0,58348.0
54049,2020-06-30 00:00:00,Goa,India,2021-04-02 15:13:53,1315.0,3.0,596.0
54064,2020-06-30 00:00:00,Gujarat,India,2021-04-02 15:13:53,32557.0,1846.0,23662.0
54069,2020-06-30 00:00:00,Haryana,India,2021-04-02 15:13:53,14548.0,236.0,9972.0
54076,2020-06-30 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,953.0,10.0,580.0
54101,2020-06-30 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,7497.0,101.0,4722.0
54104,2020-06-30 00:00:00,Jharkhand,India,2021-04-02 15:13:53,2490.0,15.0,1884.0
54122,2020-06-30 00:00:00,Karnataka,India,2021-04-02 15:13:53,15242.0,246.0,7918.0
54125,2020-06-30 00:00:00,Kerala,India,2021-04-02 15:13:53,4442.0,24.0,2306.0
54150,2020-06-30 00:00:00,Ladakh,India,2021-04-02 15:13:53,973.0,1.0,648.0
54166,2020-06-30 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,13593.0,572.0,10395.0
54172,2020-06-30 00:00:00,Maharashtra,India,2021-04-02 15:13:53,174761.0,7855.0,90911.0
54174,2020-06-30 00:00:00,Manipur,India,2021-04-02 15:13:53,1234.0,0.0,553.0
54187,2020-06-30 00:00:00,Meghalaya,India,2021-04-02 15:13:53,52.0,1.0,42.0
54201,2020-06-30 00:00:00,Mizoram,India,2021-04-02 15:13:53,160.0,0.0,122.0
54213,2020-06-30 00:00:00,Nagaland,India,2021-04-02 15:13:53,459.0,0.0,168.0
54254,2020-06-30 00:00:00,Odisha,India,2021-04-02 15:13:53,7065.0,25.0,5189.0
54287,2020-06-30 00:00:00,Puducherry,India,2021-04-02 15:13:53,714.0,12.0,272.0
54291,2020-06-30 00:00:00,Punjab,India,2021-04-02 15:13:53,5568.0,144.0,3867.0
54301,2020-06-30 00:00:00,Rajasthan,India,2021-04-02 15:13:53,18014.0,413.0,14220.0
54349,2020-06-30 00:00:00,Sikkim,India,2021-04-02 15:13:53,89.0,0.0,52.0
54370,2020-06-30 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,90167.0,1201.0,50074.0
54374,2020-06-30 00:00:00,Telangana,India,2021-04-02 15:13:53,16339.0,260.0,7294.0
54391,2020-06-30 00:00:00,Tripura,India,2021-04-02 15:13:53,1388.0,1.0,1086.0
54405,2020-06-30 00:00:00,Unknown,India,2021-04-02 15:13:53,6915.0,0.0,0.0
54413,2020-06-30 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,23492.0,697.0,16084.0
54414,2020-06-30 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,2881.0,41.0,2231.0
54440,2020-06-30 00:00:00,West Bengal,India,2021-04-02 15:13:53,18559.0,668.0,12130.0
54649,2020-07-01 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,100.0,0.0,50.0
54650,2020-07-01 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,15252.0,193.0,6988.0
54666,2020-07-01 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,195.0,1.0,66.0
54667,2020-07-01 00:00:00,Assam,India,2021-04-02 15:13:53,8582.0,12.0,5851.0
54689,2020-07-01 00:00:00,Bihar,India,2021-04-02 15:13:53,10249.0,70.0,7946.0
54722,2020-07-01 00:00:00,Chandigarh,India,2021-04-02 15:13:53,446.0,6.0,367.0
54729,2020-07-01 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,2940.0,14.0,2303.0
54748,2020-07-01 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,215.0,0.0,86.0
54752,2020-07-01 00:00:00,Delhi,India,2021-04-02 15:13:53,89802.0,2803.0,59992.0
54782,2020-07-01 00:00:00,Goa,India,2021-04-02 15:13:53,1387.0,4.0,670.0
54797,2020-07-01 00:00:00,Gujarat,India,2021-04-02 15:13:53,33232.0,1867.0,24030.0
54802,2020-07-01 00:00:00,Haryana,India,2021-04-02 15:13:53,14941.0,240.0,10499.0
54809,2020-07-01 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,979.0,10.0,614.0
54834,2020-07-01 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,7695.0,105.0,4856.0
54837,2020-07-01 00:00:00,Jharkhand,India,2021-04-02 15:13:53,2521.0,15.0,1931.0
54855,2020-07-01 00:00:00,Karnataka,India,2021-04-02 15:13:53,16514.0,253.0,8063.0
54858,2020-07-01 00:00:00,Kerala,India,2021-04-02 15:13:53,4593.0,24.0,2439.0
54883,2020-07-01 00:00:00,Ladakh,India,2021-04-02 15:13:53,990.0,1.0,694.0
54899,2020-07-01 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,13861.0,581.0,10655.0
54905,2020-07-01 00:00:00,Maharashtra,India,2021-04-02 15:13:53,180298.0,8053.0,93154.0
54907,2020-07-01 00:00:00,Manipur,India,2021-04-02 15:13:53,1260.0,0.0,579.0
54920,2020-07-01 00:00:00,Meghalaya,India,2021-04-02 15:13:53,52.0,1.0,42.0
54934,2020-07-01 00:00:00,Mizoram,India,2021-04-02 15:13:53,160.0,0.0,123.0
54946,2020-07-01 00:00:00,Nagaland,India,2021-04-02 15:13:53,459.0,0.0,168.0
54987,2020-07-01 00:00:00,Odisha,India,2021-04-02 15:13:53,7316.0,25.0,5353.0
55020,2020-07-01 00:00:00,Puducherry,India,2021-04-02 15:13:53,714.0,12.0,272.0
55024,2020-07-01 00:00:00,Punjab,India,2021-04-02 15:13:53,5668.0,149.0,3867.0
55034,2020-07-01 00:00:00,Rajasthan,India,2021-04-02 15:13:53,18312.0,421.0,14574.0
55082,2020-07-01 00:00:00,Sikkim,India,2021-04-02 15:13:53,101.0,0.0,53.0
55103,2020-07-01 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,94049.0,1264.0,52926.0
55107,2020-07-01 00:00:00,Telangana,India,2021-04-02 15:13:53,17357.0,267.0,8082.0
55124,2020-07-01 00:00:00,Tripura,India,2021-04-02 15:13:53,1396.0,1.0,1093.0
55138,2020-07-01 00:00:00,Unknown,India,2021-04-02 15:13:53,6832.0,0.0,0.0
55146,2020-07-01 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,24056.0,718.0,16629.0
55147,2020-07-01 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,2947.0,41.0,2317.0
55173,2020-07-01 00:00:00,West Bengal,India,2021-04-02 15:13:53,19170.0,683.0,12528.0
55382,2020-07-02 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,109.0,0.0,51.0
55383,2020-07-02 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,16097.0,198.0,7313.0
55399,2020-07-02 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,195.0,1.0,66.0
55400,2020-07-02 00:00:00,Assam,India,2021-04-02 15:13:53,9013.0,12.0,6106.0
55422,2020-07-02 00:00:00,Bihar,India,2021-04-02 15:13:53,10471.0,77.0,8020.0
55455,2020-07-02 00:00:00,Chandigarh,India,2021-04-02 15:13:53,450.0,6.0,389.0
55462,2020-07-02 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,3013.0,14.0,2385.0
55481,2020-07-02 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,230.0,0.0,89.0
55485,2020-07-02 00:00:00,Delhi,India,2021-04-02 15:13:53,92175.0,2864.0,63007.0
55515,2020-07-02 00:00:00,Goa,India,2021-04-02 15:13:53,1482.0,4.0,734.0
55530,2020-07-02 00:00:00,Gujarat,India,2021-04-02 15:13:53,33913.0,1886.0,24593.0
55535,2020-07-02 00:00:00,Haryana,India,2021-04-02 15:13:53,15509.0,251.0,11019.0
55542,2020-07-02 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,1014.0,10.0,628.0
55567,2020-07-02 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,7849.0,115.0,4974.0
55570,2020-07-02 00:00:00,Jharkhand,India,2021-04-02 15:13:53,2584.0,15.0,1983.0
55588,2020-07-02 00:00:00,Karnataka,India,2021-04-02 15:13:53,18016.0,272.0,8334.0
55591,2020-07-02 00:00:00,Kerala,India,2021-04-02 15:13:53,4753.0,25.0,2640.0
55616,2020-07-02 00:00:00,Ladakh,India,2021-04-02 15:13:53,990.0,1.0,730.0
55632,2020-07-02 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,14106.0,589.0,10815.0
55638,2020-07-02 00:00:00,Maharashtra,India,2021-04-02 15:13:53,186626.0,8178.0,101172.0
55640,2020-07-02 00:00:00,Manipur,India,2021-04-02 15:13:53,1279.0,0.0,617.0
55653,2020-07-02 00:00:00,Meghalaya,India,2021-04-02 15:13:53,56.0,1.0,42.0
55667,2020-07-02 00:00:00,Mizoram,India,2021-04-02 15:13:53,162.0,0.0,126.0
55679,2020-07-02 00:00:00,Nagaland,India,2021-04-02 15:13:53,501.0,0.0,182.0
55720,2020-07-02 00:00:00,Odisha,India,2021-04-02 15:13:53,7545.0,27.0,5502.0
55753,2020-07-02 00:00:00,Puducherry,India,2021-04-02 15:13:53,802.0,12.0,331.0
55757,2020-07-02 00:00:00,Punjab,India,2021-04-02 15:13:53,5784.0,152.0,4144.0
55767,2020-07-02 00:00:00,Rajasthan,India,2021-04-02 15:13:53,18662.0,430.0,14948.0
55815,2020-07-02 00:00:00,Sikkim,India,2021-04-02 15:13:53,102.0,0.0,53.0
55836,2020-07-02 00:00:00,Tamil Nadu,India,2021-04-02 15:13:53,98392.0,1321.0,56021.0
55840,2020-07-02 00:00:00,Telangana,India,2021-04-02 15:13:53,18570.0,275.0,9069.0
55857,2020-07-02 00:00:00,Tripura,India,2021-04-02 15:13:53,1435.0,1.0,1146.0
55871,2020-07-02 00:00:00,Unknown,India,2021-04-02 15:13:53,6031.0,0.0,0.0
55879,2020-07-02 00:00:00,Uttar Pradesh,India,2021-04-02 15:13:53,24825.0,735.0,17221.0
55880,2020-07-02 00:00:00,Uttarakhand,India,2021-04-02 15:13:53,2984.0,42.0,2405.0
55906,2020-07-02 00:00:00,West Bengal,India,2021-04-02 15:13:53,19819.0,699.0,13037.0
56115,2020-07-03 00:00:00,Andaman and Nicobar Islands,India,2021-04-02 15:13:53,116.0,0.0,54.0
56116,2020-07-03 00:00:00,Andhra Pradesh,India,2021-04-02 15:13:53,16934.0,206.0,7632.0
56132,2020-07-03 00:00:00,Arunachal Pradesh,India,2021-04-02 15:13:53,252.0,1.0,75.0
56133,2020-07-03 00:00:00,Assam,India,2021-04-02 15:13:53,9673.0,14.0,6349.0
56155,2020-07-03 00:00:00,Bihar,India,2021-04-02 15:13:53,10954.0,80.0,8214.0
56188,2020-07-03 00:00:00,Chandigarh,India,2021-04-02 15:13:53,457.0,6.0,393.0
56195,2020-07-03 00:00:00,Chhattisgarh,India,2021-04-02 15:13:53,3065.0,14.0,2437.0
56214,2020-07-03 00:00:00,Dadra and Nagar Haveli and Daman and Diu,India,2021-04-02 15:13:53,257.0,0.0,96.0
56218,2020-07-03 00:00:00,Delhi,India,2021-04-02 15:13:53,94695.0,2923.0,65624.0
56248,2020-07-03 00:00:00,Goa,India,2021-04-02 15:13:53,1482.0,4.0,734.0
56263,2020-07-03 00:00:00,Gujarat,India,2021-04-02 15:13:53,34600.0,1904.0,24933.0
56268,2020-07-03 00:00:00,Haryana,India,2021-04-02 15:13:53,16003.0,255.0,11691.0
56275,2020-07-03 00:00:00,Himachal Pradesh,India,2021-04-02 15:13:53,1033.0,10.0,667.0
56300,2020-07-03 00:00:00,Jammu and Kashmir,India,2021-04-02 15:13:53,8019.0,119.0,5075.0
56303,2020-07-03 00:00:00,Jharkhand,India,2021-04-02 15:13:53,2695.0,15.0,2001.0
56321,2020-07-03 00:00:00,Karnataka,India,2021-04-02 15:13:53,19710.0,293.0,8805.0
56324,2020-07-03 00:00:00,Kerala,India,2021-04-02 15:13:53,4964.0,25.0,2841.0
56349,2020-07-03 00:00:00,Ladakh,India,2021-04-02 15:13:53,1001.0,1.0,777.0
56365,2020-07-03 00:00:00,Madhya Pradesh,India,2021-04-02 15:13:53,14297.0,593.0,11049.0
56371,2020-07-03 00:00:00,Maharashtra,India,2021-04-02 15:13:53,192990.0,8376.0,104687.0
56373,2020-07-03 00:00:00,Manipur,India,2021-04-02 15:13:53,1316.0,0.0,639.0
56386,2020-07-03 00:00:00,Meghalaya,India,2021-04-02 15:13:53,62.0,1.0,43.0
56400,2020-07-03 00:00:00,Mizoram,India,2021-04-02 15:13:53,162.0,0.0,126.0
56412,2020-07-03 00:00:00,Nagaland,India,2021-04-02 15:13:53,539.0,0.0,228.0
56453,2020-07-03 00:00:00,Odisha,India,2021-04-02 15:13:53,8106.0,29.0,5705.0
56486,2020-07-03 00:00:00,Puducherry,India,2021-04-02 15:13:53,802.0,12.0,331.0
56490,2020-07-03 00:00:00,Punjab,India,2021-04-02 15:13:53,5937.0,157.0,4266.0
56500,2020-07-03 00:00:00,Rajasthan,India,2021-04-02 15:13:53,19052.0,440.0,15281.0
